,IO_id,Person to screen,NCT Number,Study Title,Brief Summary,Study Status,Study Results,Conditions,Interventions,Sponsor,Collaborators,Phases,Enrollment,Funder Type,Study Type,Study Design,Other IDs,Primary Completion Date,First Posted,Last Update Posted,Locations,Study URL,Medtech (y/n)?,Generative AI (y/n)?,Column1,Column2,Robotic?,"Include?
",Randomise column,Query,2nd review for queries ,2nd reviewer ,Include (y/n)? BG,Include (y/n)? IF,Include (y/n)? KT,Include (y/n)?  KL,Comments (KL),label,tiabs
466,467,IF,NCT05916651,Promoting Resilience in Youth Through Mindfulness mEditation,"The aim of this randomized controlled trial (RCT) is to assess whether mindfulness training reduces early stage internalizing problems such as anxiety, worrying, and low mood in help-seeking youth.

Participants will be randomly assigned to one of two groups: 1) mindfulness + care-as-usual (CAU) or 2) CAU-only. The mindfulness program was developed specifically for youth with internalizing problems. The 8-week training program consists of weekly 2-hour sessions, with mindfulness, yoga, and mindful active movement in each session. In addition, participants are invited to practice at home in between sessions for around 20 minutes per day.

Data will be collected at baseline (T0), end-of-treatment (T1) (or 2-3 months after baseline for the CAU-only group), and at 2 months follow-up (T2) and 6 months follow-up (T3).

Measurements will include:

* Self-report questionnaires (T0, T1, T2, T3)
* Psychiatric diagnostic interview (T0, T3)
* MRI scans (T0, T1)
* Cognitive tasks (T0, T1)

The primary outcome parameter is the total number of internalizing problems measured with the Adult Self Report (ASR) at end-of-treatment. The effect of mindfulness training (mindfulness + CAU vs. CAU-only) on internalizing problems at T1 will be assessed using a linear-mixed effects model.",RECRUITING,NO,Internalizing Problems,BEHAVIORAL: Learning to Offset Stress (LOS) (in Dutch: Leren Omgaan met Stress) training|BEHAVIORAL: Care as usual,Radboud University Medical Center,"Donders Institute for Brain, Cognition and Behaviour|ZonMw: The Netherlands Organisation for Health Research and Development|Brain & Behavior Research Foundation",,155.0,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,NL82568.091.22|60-63600-98-1054|29875,01/07/2025,23/06/2023,18/11/2023,"Radboud university medical center (Radboudumc), Nijmegen, Gelderland, 6500 HB, Netherlands|Donders Centre for Cognitive Neuroimaging (DCCN), Nijmegen, Gelderland, 6525 EN, Netherlands",https://clinicaltrials.gov/study/NCT05916651,N,N,,,,N,0.824407541,,,,,,,,,0,"Promoting Resilience in Youth Through Mindfulness mEditation The aim of this randomized controlled trial (RCT) is to assess whether mindfulness training reduces early stage internalizing problems such as anxiety, worrying, and low mood in help-seeking youth. Participants will be randomly assigned to one of two groups: 1) mindfulness + care-as-usual (CAU) or 2) CAU-only. The mindfulness program was developed specifically for youth with internalizing problems. The 8-week training program consists of weekly 2-hour sessions, with mindfulness, yoga, and mindful active movement in each session. In addition, participants are invited to practice at home in between sessions for around 20 minutes per day. Data will be collected at baseline (T0), end-of-treatment (T1) (or 2-3 months after baseline for the CAU-only group), and at 2 months follow-up (T2) and 6 months follow-up (T3). Measurements will include: * Self-report questionnaires (T0, T1, T2, T3) * Psychiatric diagnostic interview (T0, T3) * MRI scans (T0, T1) * Cognitive tasks (T0, T1) The primary outcome parameter is the total number of internalizing problems measured with the Adult Self Report (ASR) at end-of-treatment. The effect of mindfulness training (mindfulness + CAU vs. CAU-only) on internalizing problems at T1 will be assessed using a linear-mixed effects model."
467,468,IF,NCT06133296,"Anxiety, Pain, and Quality of Life in Orthodontic Treatment","This study was evaluated anxiety, pain, and oral health-related quality of life in individuals treated with conventional fixed appliances (Group A) and clear aligners (Group B) for moderate malocclusion during the initial phase of orthodontic treatment",COMPLETED,NO,Malocclusion|Pain|Anxiety|Quality of Life,OTHER: Conventional fixed treatment|OTHER: Clear aligner treatment,Yuzuncu YÄ±l University,,,60.0,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",08/02/2021,01/03/2023,15/11/2023,15/11/2023,"Van Yuzuncu Yil University, Van, 65080, Turkey",https://clinicaltrials.gov/study/NCT06133296,N,N,,,,N,0.554551056,,,,,,,,,0,"Anxiety, Pain, and Quality of Life in Orthodontic Treatment This study was evaluated anxiety, pain, and oral health-related quality of life in individuals treated with conventional fixed appliances (Group A) and clear aligners (Group B) for moderate malocclusion during the initial phase of orthodontic treatment"
468,469,IF,NCT06626399,ChatGPT-4 for Surgical Site Infection Detection From Electronic Health Records After Colorectal Surgery.,"Epidemiological surveillance is one of the eight core components of the World Health Organization Infection Prevention and Control Programmes. These include surveillance programmes for surgical site infection (SSI).

At present, for SSI surveillance, infection control teams perform a manual time-consuming work, which could make a transition to automated surveillance leveraging the new information technology.

This study aimed to evaluate the ability of ChatGPT-4o to detect surgical site infection at the three anatomical levels.",NOT_YET_RECRUITING,NO,Surgical Site Infection,DIAGNOSTIC_TEST: Diagnosis of SSI,Hospital de Granollers,,,1100.0,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,Infect-IA-3,30/11/2024,03/10/2024,09/10/2024,"Hospital General de Granollers, Granollers, Barcelona, 08402, Spain",https://clinicaltrials.gov/study/NCT06626399,Y,Y,,,,Y,0.684342879,,,,,,,,,1,"ChatGPT-4 for Surgical Site Infection Detection From Electronic Health Records After Colorectal Surgery. Epidemiological surveillance is one of the eight core components of the World Health Organization Infection Prevention and Control Programmes. These include surveillance programmes for surgical site infection (SSI). At present, for SSI surveillance, infection control teams perform a manual time-consuming work, which could make a transition to automated surveillance leveraging the new information technology. This study aimed to evaluate the ability of ChatGPT-4o to detect surgical site infection at the three anatomical levels."
469,470,IF,NCT05794451,Developing an Artificial Intelligence System to Detect Cognitive Impairment,"Alzheimer's disease dementia (AD) is a debilitating and prevalent neurodegenerative disease in older adults globally. Cognitive impairment, a hallmark of AD, is assessed through verbal tests that require high specialization, and while accepted as screening tools for AD, general practitioners seldom use them. AD can be diagnosed with expensive, invasive neuroimaging and blood tests, but these are usually conducted when cognitive functioning is already severely impaired. Thus, finding a novel, non-invasive tool to detect and differentiate mild cognitive impairment (MCI) and AD is a prime public health interest. Self-figure drawings (a projective tool in which individuals are asked to draw a picture of themselves), are easy to administer and have been shown to differentiate between healthy and cognitively impaired individuals, including AD. Convolutional Neural Network (CNN) (a type of deep neural network, applied to analyze visual imagery) has advanced to assess health conditions using art products. Therefore, the proposed study suggests utilizing CNN-based methods to develop and test an application tailored to differentiate between drawings of individuals with MCI, AD, and healthy controls (HC) using 4,000 self-figure drawings. This",RECRUITING,NO,Alzheimer Disease|Healthy Aging|Mild Cognitive Impairment,,University of Haifa,"Technion, Israel Institute of Technology",,4000.0,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,ALZAI,31/12/2025,03/04/2023,26/07/2024,"University of Haifa, Haifa, Israel",https://clinicaltrials.gov/study/NCT05794451,Y,Y,,,,Y,0.952586886,,,,,,,,,1,"Developing an Artificial Intelligence System to Detect Cognitive Impairment Alzheimer's disease dementia (AD) is a debilitating and prevalent neurodegenerative disease in older adults globally. Cognitive impairment, a hallmark of AD, is assessed through verbal tests that require high specialization, and while accepted as screening tools for AD, general practitioners seldom use them. AD can be diagnosed with expensive, invasive neuroimaging and blood tests, but these are usually conducted when cognitive functioning is already severely impaired. Thus, finding a novel, non-invasive tool to detect and differentiate mild cognitive impairment (MCI) and AD is a prime public health interest. Self-figure drawings (a projective tool in which individuals are asked to draw a picture of themselves), are easy to administer and have been shown to differentiate between healthy and cognitively impaired individuals, including AD. Convolutional Neural Network (CNN) (a type of deep neural network, applied to analyze visual imagery) has advanced to assess health conditions using art products. Therefore, the proposed study suggests utilizing CNN-based methods to develop and test an application tailored to differentiate between drawings of individuals with MCI, AD, and healthy controls (HC) using 4,000 self-figure drawings. This"
470,471,IF,NCT05943925,Dementias and Microbiota Composition: Is Possible to Revert the Dementia Symptoms Reverting the Microbiota Composition?,"Dementia is the major cause of disability and dependency among older adults worldwide affecting memory, cognitive abilities and behavior, interfering with one's ability to perform daily lives activities. Although age is the strongest known risk factor for the onset of dementia, it is not a natural or inevitable consequence of aging. Dementia not only affects older people, since up to 9% of the cases appear before 65 years. The impact of dementia is highly important in financial terms also in human costs to countries, societies and individuals.

Dementia is an umbrella term for several diseases, being Alzheimer's disease (AD) the most common form, contributing to 60-70% of cases. Other major forms include Lewy bodies Dementias (LBDs) and frontotemporal dementia (FTD).

The role of the gastrointestinal microbiota in human brain development and function is an area of increasing interest and research. A large number of studies suggest that the gut microbiota can influence the brain, cognition and behavior of the patients, and also modulate brain plasticity, modifying brain chemistry via various mechanisms like neural, immune and endocrine Within these last two years some studies have showed differences in the microbiota of the AD patients from healthy controls. In this sense, increasing number of studies, most of them in animal models, support the notion that probiotics have significant benefit in maintaining homeostasis of the Central Nervous System. And recent studies try to replicate this finding in AD patients with controversial results.

The main objective of DEM-BIOTA project is to improve the knowledge of the relationship between microbiota and dementia. DEM-BIOTA will explore the microbiota differences between dementias: AD, LBDs, that includes: Parkinson disease dementia (PDD) and Lewy Body Dementia (LBD) and FTD-behavioral variant, also in Mild Cognitive Impairment (MCI) to study the progression; in our context (Mediterranean diet and lifestyle) and characterize them in relation to neurocognitive and neuropsychiatric symptoms as well as patient functionality (dependency level). Moreover, the capacity of a probiotic compound in reverting or improving neurocognitive and neuropsychiatric symptoms and patient functionality in a sample of AD patients will be also studied.",RECRUITING,NO,Dementia Alzheimers|Dementia With Lewy Bodies|Parkinson Disease Dementia|Dementia Frontotemporal|Mild Cognitive Impairment,OTHER: No intervention|DIETARY_SUPPLEMENT: Probiotic supplement,University Rovira i Virgili,"Ministerio de Ciencia e InnovaciÃ³n, Spain",,240.0,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,PID2019-103888RB-I00,31/01/2025,13/07/2023,13/07/2023,"Dr. Margarita Torrente, Tarragona, 43007, Spain",https://clinicaltrials.gov/study/NCT05943925,N,N,,,,N,0.051113087,,,,,,,,,0,"Dementias and Microbiota Composition: Is Possible to Revert the Dementia Symptoms Reverting the Microbiota Composition? Dementia is the major cause of disability and dependency among older adults worldwide affecting memory, cognitive abilities and behavior, interfering with one's ability to perform daily lives activities. Although age is the strongest known risk factor for the onset of dementia, it is not a natural or inevitable consequence of aging. Dementia not only affects older people, since up to 9% of the cases appear before 65 years. The impact of dementia is highly important in financial terms also in human costs to countries, societies and individuals. Dementia is an umbrella term for several diseases, being Alzheimer's disease (AD) the most common form, contributing to 60-70% of cases. Other major forms include Lewy bodies Dementias (LBDs) and frontotemporal dementia (FTD). The role of the gastrointestinal microbiota in human brain development and function is an area of increasing interest and research. A large number of studies suggest that the gut microbiota can influence the brain, cognition and behavior of the patients, and also modulate brain plasticity, modifying brain chemistry via various mechanisms like neural, immune and endocrine Within these last two years some studies have showed differences in the microbiota of the AD patients from healthy controls. In this sense, increasing number of studies, most of them in animal models, support the notion that probiotics have significant benefit in maintaining homeostasis of the Central Nervous System. And recent studies try to replicate this finding in AD patients with controversial results. The main objective of DEM-BIOTA project is to improve the knowledge of the relationship between microbiota and dementia. DEM-BIOTA will explore the microbiota differences between dementias: AD, LBDs, that includes: Parkinson disease dementia (PDD) and Lewy Body Dementia (LBD) and FTD-behavioral variant, also in Mi"
471,472,IF,NCT06425679,Cost-effectiveness and Efficacy of Different Physical Exercise Interventions (ExerMOT4Health),"Online exercise has increased in popularity during the pandemic, but there is no evidence of its feasibility and benefits in older people and the influence of motivational strategies. The main aims of this project are: i) To analyze the influence of applying or not motivational strategies during different physical exercise interventions (face-to-face and online) on the effect on mental health, physical health and adherence, according to sex/gender; ii) To analyze and compare the cost-effectiveness and efficacy of face-to-face and online exercise interventions on mental health, physical health and adherence, according to sex/gender. Participants will be 104 community-dwelling older adults (60-75 years) who will be randomized assigned to control, supervised face to face, supervised face to face plus motivation, synchronous online supervised exercise or synchronous online supervised exercise groups.

The control group will carry out the usual activities they have been doing, and the intervention groups will participate for 24 weeks in multicomponent exercise intervention. Study assessments will be made before starting the intervention, at the end and after 24 weeks of follow-up. Primary variables will be changes in mental and physical health, assessed by the Trail Making Test, the Yesavage Geriatric Depression Scale, and lower extremity power measured by the sit to stand test. Secondary outcomes will include other parameters of mental and physical health, blood markers, physical activity, and cost-effectiveness analysis. The dropout rate, the attendance at the sessions, the injuries and other adverse events suffered by the participants, and technical incidences produced in the online modality will also be recorded.

The results of this project will provide insight into the mental and physical health effects and feasibility of face-to-face and synchronous online supervised physical exercise interventions, and identify older adults' perceptions of the safety, barriers and facilitators of these interventions for future application and transfer to community settings.",ACTIVE_NOT_RECRUITING,NO,Physical Inactivity|Healthy Aging|Older Adult,BEHAVIORAL: Supervised synchronous online exercise intervention without motivational strategies|BEHAVIORAL: Supervised synchronous online exercise intervention with motivational strategies|BEHAVIORAL: Supervised face to face exercise intervention without motivational strategies|BEHAVIORAL: Supervised face to face exercise intervention with motivational strategies,University of Cadiz,"Institute of Biomedical research and innovation of CÃ¡diz (INIBICA)|Universidad de Almeria|Ministerio de Ciencia e InnovaciÃ³n, Spain|Agencia Estatal de InvestigaciÃ³n, Spain|European Regional Development Fund",,120.0,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION,PID2021-123688OB-C31,30/01/2025,22/05/2024,22/05/2024,"Universidad de Almeria, AlmerÃ­a, Almeria, 04120, Spain|University of Cadiz, Puerto Real, Cadiz, 11519, Spain",https://clinicaltrials.gov/study/NCT06425679,N,N,,,,N,0.404733623,,,,,,,,,0,"Cost-effectiveness and Efficacy of Different Physical Exercise Interventions (ExerMOT4Health) Online exercise has increased in popularity during the pandemic, but there is no evidence of its feasibility and benefits in older people and the influence of motivational strategies. The main aims of this project are: i) To analyze the influence of applying or not motivational strategies during different physical exercise interventions (face-to-face and online) on the effect on mental health, physical health and adherence, according to sex/gender; ii) To analyze and compare the cost-effectiveness and efficacy of face-to-face and online exercise interventions on mental health, physical health and adherence, according to sex/gender. Participants will be 104 community-dwelling older adults (60-75 years) who will be randomized assigned to control, supervised face to face, supervised face to face plus motivation, synchronous online supervised exercise or synchronous online supervised exercise groups. The control group will carry out the usual activities they have been doing, and the intervention groups will participate for 24 weeks in multicomponent exercise intervention. Study assessments will be made before starting the intervention, at the end and after 24 weeks of follow-up. Primary variables will be changes in mental and physical health, assessed by the Trail Making Test, the Yesavage Geriatric Depression Scale, and lower extremity power measured by the sit to stand test. Secondary outcomes will include other parameters of mental and physical health, blood markers, physical activity, and cost-effectiveness analysis. The dropout rate, the attendance at the sessions, the injuries and other adverse events suffered by the participants, and technical incidences produced in the online modality will also be recorded. The results of this project will provide insight into the mental and physical health effects and feasibility of face-to-face and synchronous online supervised phys"
472,473,IF,NCT06085300,The Relationship Between Child Language Proficiency and Language of Treatment on the Outcomes of Bilingual Children With Developmental Language Disorder,"Of the 12 million children in the USA growing up bilingual, about 1 million experience Developmental Language Disorder (DLD), a disorder in language learning and use. Currently there is no guidance for speech language pathologists (SLPs) as to the language of intervention for bilingual children with DLD with differing degrees of proficiency with English or Spanish. This project will examine the relationship between relative language proficiency and the language of intervention, considering monolingual intervention in English and Spanish and bilingual intervention presented by alternating English and Spanish treatment sessions with the goal of improving language outcomes and thereby strengthening long-term academic achievement.",RECRUITING,NO,Developmental Language Disorder|Language Impairment,BEHAVIORAL: Sentence recast,University of Houston,National Institute on Deafness and Other Communication Disorders (NIDCD)|University of Delaware,,120.0,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,STUDY00002073,01/05/2028,16/10/2023,24/10/2023,"School Districst, Houston, Texas, 77204, United States",https://clinicaltrials.gov/study/NCT06085300,N,N,,,,N,0.323789029,,,,,,,,,0,"The Relationship Between Child Language Proficiency and Language of Treatment on the Outcomes of Bilingual Children With Developmental Language Disorder Of the 12 million children in the USA growing up bilingual, about 1 million experience Developmental Language Disorder (DLD), a disorder in language learning and use. Currently there is no guidance for speech language pathologists (SLPs) as to the language of intervention for bilingual children with DLD with differing degrees of proficiency with English or Spanish. This project will examine the relationship between relative language proficiency and the language of intervention, considering monolingual intervention in English and Spanish and bilingual intervention presented by alternating English and Spanish treatment sessions with the goal of improving language outcomes and thereby strengthening long-term academic achievement."
473,474,IF,NCT06276049,ChatGPT Helping Advance Training for Medical Students: A Study on Self-Directed Learning Enhancement,"The goal of this clinical trial is to evaluate the effect of LearnGuide, a custom GPT developed with ChatGPT for supporting self-directed learning (SDL) in medical students. The main questions it aims to answer are:

How does LearnGuide influence SDL skills among medical students? Can LearnGuide improve critical thinking and learning flow as measured by Cornell Critical Thinking Test (CCTT) Level Z score and Global Flow Score (GFS)?

Participants will:

Undergo a two-hour introduction to LearnGuide. Engage in 12 weeks of SDL task-based training with LearnGuide\&amp;#39;s support.

If there is a comparison group: Researchers will compare the group utilizing LearnGuide for SDL and the group without this tool to see if there is a significant difference in SDL skills, critical thinking, and learning flow experiences.",COMPLETED,NO,Self-Directed Learning|Artificial Intelligence|Medical Education,OTHER: custom GPT supported self-directed learning,Wang Shalong,Central South University,,103.0,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: OTHER,DGETRRP2023-54,18/03/2024,23/02/2024,16/05/2024,"Department of Geriatirc Surgery, Changsha, Hunan, 410011, China",https://clinicaltrials.gov/study/NCT06276049,N,Y,,,,N,0.937037537,,,,,,,,,0,"ChatGPT Helping Advance Training for Medical Students: A Study on Self-Directed Learning Enhancement The goal of this clinical trial is to evaluate the effect of LearnGuide, a custom GPT developed with ChatGPT for supporting self-directed learning (SDL) in medical students. The main questions it aims to answer are: How does LearnGuide influence SDL skills among medical students? Can LearnGuide improve critical thinking and learning flow as measured by Cornell Critical Thinking Test (CCTT) Level Z score and Global Flow Score (GFS)? Participants will: Undergo a two-hour introduction to LearnGuide. Engage in 12 weeks of SDL task-based training with LearnGuide\&amp;#39;s support. If there is a comparison group: Researchers will compare the group utilizing LearnGuide for SDL and the group without this tool to see if there is a significant difference in SDL skills, critical thinking, and learning flow experiences."
474,475,IF,NCT05994833,Virtual Physical Therapy Support for Runners,This study will compare standard of care of home exercise for running rehabilitation to the combined treatment of home exercise with an individually provided four-session virtual physical therapy support program intervention on pain and physical function movements (controlled dual and single leg squat and lateral hopping in individuals post running injury. These collective findings will help provide new evidence of the responses to an individually provided virtual PT interventions among runners.,RECRUITING,NO,Musculoskeletal Complication,BEHAVIORAL: VPT,University of Florida,,,85.0,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: OTHER,IRB202301005,2025-08,16/08/2023,18/09/2023,"University of Florida College of medicine- Dept of PM&R, Gainesville, Florida, 32607, United States",https://clinicaltrials.gov/study/NCT05994833,N,N,,,,N,0.736219884,,,,,,,,,0,Virtual Physical Therapy Support for Runners This study will compare standard of care of home exercise for running rehabilitation to the combined treatment of home exercise with an individually provided four-session virtual physical therapy support program intervention on pain and physical function movements (controlled dual and single leg squat and lateral hopping in individuals post running injury. These collective findings will help provide new evidence of the responses to an individually provided virtual PT interventions among runners.
475,476,IF,NCT04824534,Motion Analysis in Sacroiliac Joint Dysfunction,"Rationale: The sacroiliac joint (SIJ) is increasingly being recognized as a potential cause of chronic low back and buttock pain. The SIJ is affected in 14-22% in patients presenting with this pain. Conservative treatment options include oral analgesic use, physical therapy, radiofrequency denervation and intraarticular steroid injections. When non-surgical treatment remains ineffective, surgical intervention is a reasonable option in the form of minimally invasive sacroiliac joint fusion (MISJF). Recent literature suggests that imbalance and sagittal sacropelvic morphology can occur in patients with SIJ dysfunction.

Using motion analyses, the investigators want to evaluate full movement patterns in SIJ patients. Potentially, changes in these parameters can be observed before and after MISJF surgery.

Objective: To determine spatiotemporal parameters, pelvic obliquity, center of gravity and load capacity in patients suffering from SIJ dysfunction before and after MISJF surgery. Movement parameters will also be determined in healthy individuals to compare with patients suffering from SIJ dysfunction.

Methods: This prospective cohort study will include patients enlisted for MISJF surgery because of SIJ dysfunction. Spatiotemporal parameters, pelvic obliquity, center of gravity and load capacity will be examined before and 3 months after surgery in a professional Motion Lab. Movement parameter of healthy individuals will also be evaluated at the Motion Lab. All data will be analyzed using MATLAB software.",COMPLETED,NO,Sacroiliac Joint Dysfunction,OTHER: Motion analysis,Zuyderland Medisch Centrum,Zuyd University of Applied Sciences,,30.0,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,Z2020223,01/09/2022,01/04/2021,22/08/2023,"Zuyderland MC, Heerlen, Limburg, 6419 PC, Netherlands",https://clinicaltrials.gov/study/NCT04824534,Y,N,,,,N,0.782509805,,,,,,,,,0,"Motion Analysis in Sacroiliac Joint Dysfunction Rationale: The sacroiliac joint (SIJ) is increasingly being recognized as a potential cause of chronic low back and buttock pain. The SIJ is affected in 14-22% in patients presenting with this pain. Conservative treatment options include oral analgesic use, physical therapy, radiofrequency denervation and intraarticular steroid injections. When non-surgical treatment remains ineffective, surgical intervention is a reasonable option in the form of minimally invasive sacroiliac joint fusion (MISJF). Recent literature suggests that imbalance and sagittal sacropelvic morphology can occur in patients with SIJ dysfunction. Using motion analyses, the investigators want to evaluate full movement patterns in SIJ patients. Potentially, changes in these parameters can be observed before and after MISJF surgery. Objective: To determine spatiotemporal parameters, pelvic obliquity, center of gravity and load capacity in patients suffering from SIJ dysfunction before and after MISJF surgery. Movement parameters will also be determined in healthy individuals to compare with patients suffering from SIJ dysfunction. Methods: This prospective cohort study will include patients enlisted for MISJF surgery because of SIJ dysfunction. Spatiotemporal parameters, pelvic obliquity, center of gravity and load capacity will be examined before and 3 months after surgery in a professional Motion Lab. Movement parameter of healthy individuals will also be evaluated at the Motion Lab. All data will be analyzed using MATLAB software."
476,477,IF,NCT06073028,Model-based Cueing-as-needed for Walking in Parkinson's Disease,"Correcting of the lack of regularity in steps is a key component of gait rehabilitation in Parkinson's disease. The proposal is to introduce adaptive spatial auditory cueing (ASAC) based on verbal instruction ""lengthen the step"" automatically delivered when the stride length decreased below a predetermined threshold. The present study compared the effect of usual rhythmic auditory cueing versus ASAC used during a walking training in Parkinson's disease.",COMPLETED,NO,"Parkinson Disease|Walking, Difficulty|Gait, Festinating",OTHER: 20-minute gait training,Henri Mondor University Hospital,,,15.0,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,GAITPARK,02/02/2021,10/10/2023,11/10/2023,"Laboratoire Analyse et Restauration du Mouvement, CrÃ©teil, France",https://clinicaltrials.gov/study/NCT06073028,Y,N,,,,N,0.804573121,,,,,,,,,0,"Model-based Cueing-as-needed for Walking in Parkinson's Disease Correcting of the lack of regularity in steps is a key component of gait rehabilitation in Parkinson's disease. The proposal is to introduce adaptive spatial auditory cueing (ASAC) based on verbal instruction ""lengthen the step"" automatically delivered when the stride length decreased below a predetermined threshold. The present study compared the effect of usual rhythmic auditory cueing versus ASAC used during a walking training in Parkinson's disease."
477,478,IF,NCT05153876,An Open Internet-based Survey and Natural Language Processing Project Analysing Written Monologues by Headache Patients,Headache disorders are among the most prevalent medical conditions worldwide. The diagnosis of headache disorders is based on medical history taking. Digital solutions such as natural language processing (NLP) may be of aid to understand the linguistic aspects of headache attack and headache related disability descriptions by patients. Participants will provide a written description of their headache disorder. The results will hopefully lead to a better understanding of the potential use of NLP in headache disorders.,COMPLETED,NO,Headache Disorders|Tension-Type Headache|Migraine Disorders|Cluster Headache|TACS|Secondary Headache Disorder,OTHER: Questionnaires,"University Hospital, Ghent",,,1150.0,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,BC-10635,31/12/2023,10/12/2021,16/05/2024,"University Hospital, Ghent: Department of Neurology, Ghent, 9000, Belgium",https://clinicaltrials.gov/study/NCT05153876,N,N,,,,N,0.641470536,,,,,,,,,0,An Open Internet-based Survey and Natural Language Processing Project Analysing Written Monologues by Headache Patients Headache disorders are among the most prevalent medical conditions worldwide. The diagnosis of headache disorders is based on medical history taking. Digital solutions such as natural language processing (NLP) may be of aid to understand the linguistic aspects of headache attack and headache related disability descriptions by patients. Participants will provide a written description of their headache disorder. The results will hopefully lead to a better understanding of the potential use of NLP in headache disorders.
478,479,IF,NCT06424249,Dynamic Balance in Unilateral Transtibial Amputees Following Virtual Reality Versus Conventional Rehabilitation,"Amputation causes somatic and psychological damage. Prognostic factors for postoperative gait recovery include the need for proprioceptive re-education for dynamic balance. Improved gait patterns and use of the prosthesis contribute to an overall improvement in the amputee's autonomy. Virtual reality coupled with movement analysis allows personalization of treatment with objective assessment of progress.

The study authors hypothesize that a virtual reality protocol for the dynamic balance of a unilateral transtibial amputee in initial rehabilitation will improve the dynamic balance assessment criteria compared with a conventional rehabilitation protocol.",NOT_YET_RECRUITING,NO,Amputees / Rehabilitation|Virtual Reality|Postural Balance,OTHER: Virtual Reality|OTHER: Standard rehabilitation,Centre Hospitalier Universitaire de NÄ«mes,,,20.0,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,Local/2023/EP-02,2024-12,22/05/2024,22/05/2024,"CHU de Nimes, NÃ®mes, France",https://clinicaltrials.gov/study/NCT06424249,Y,N,,,,N,0.767769923,,,,,,,,,0,Dynamic Balance in Unilateral Transtibial Amputees Following Virtual Reality Versus Conventional Rehabilitation Amputation causes somatic and psychological damage. Prognostic factors for postoperative gait recovery include the need for proprioceptive re-education for dynamic balance. Improved gait patterns and use of the prosthesis contribute to an overall improvement in the amputee's autonomy. Virtual reality coupled with movement analysis allows personalization of treatment with objective assessment of progress. The study authors hypothesize that a virtual reality protocol for the dynamic balance of a unilateral transtibial amputee in initial rehabilitation will improve the dynamic balance assessment criteria compared with a conventional rehabilitation protocol.
479,480,IF,NCT05957120,Subclinical Impairment of Cardiovascular System in Patients With Psoriasis,"A cross-sectional study will be conducted, which will include 80 young patients with psoriasis, aged 30-45 years, treated with five different types of antipsoriatic treatment, and 20 healthy patients. All 100 subjects will be subjected to anthropometric measurements, blood will be collected for laboratory tests, and an imaging test will be performed to determine the function of the endothelium and arterial stiffness. The results will then be statistically analyzed.",COMPLETED,NO,Psoriasis|Inflammation|Endothelial Dysfunction|Metabolic Disturbance|Insulin Resistance|Coagulation Disorder|Thrombocyte Disorders,,University Medical Centre Ljubljana,,,100.0,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,PICANTI,01/09/2022,24/07/2023,24/07/2023,"University Medical Centre Ljubljana, Ljubljana, 1000, Slovenia",https://clinicaltrials.gov/study/NCT05957120,Y,N,,,,N,0.414488633,,,,,,,,,0,"Subclinical Impairment of Cardiovascular System in Patients With Psoriasis A cross-sectional study will be conducted, which will include 80 young patients with psoriasis, aged 30-45 years, treated with five different types of antipsoriatic treatment, and 20 healthy patients. All 100 subjects will be subjected to anthropometric measurements, blood will be collected for laboratory tests, and an imaging test will be performed to determine the function of the endothelium and arterial stiffness. The results will then be statistically analyzed."
